 274, 2, 563, 14, 68, 133, 23
 229, 3, 466, 2, 21, 111, 19
 235, 5, 530, 2, 26, 97, 20
 938, 4, 346, 15, 22, 149, 78
 802, 5, 126, 10, 24, 55, 67
 480, 4, 92, 13, 46, 131, 40
 945, 1, 633, 8, 61, 105, 78
 234, 3, 143, 19, 59, 55, 20
 253, 4, 1000, 17, 38, 99, 21
 157, 3, 157, 3, 32, 112, 13
 444, 5, 714, 2, 23, 63, 37
 710, 1, 391, 14, 83, 120, 59
 197, 3, 653, 7, 89, 99, 17
 817, 5, 917, 18, 77, 71, 68
 146, 4, 382, 12, 80, 76, 13
 65, 1, 579, 15, 62, 94, 6
 220, 4, 28, 19, 36, 86, 19
 462, 5, 809, 7, 42, 111, 39
 89, 5, 87, 13, 38, 53, 8
 554, 3, 5, 3, 95, 141, 46
 108, 1, 630, 13, 54, 75, 9
 97, 2, 60, 7, 52, 66, 9
 758, 1, 9, 14, 40, 112, 63
 888, 4, 424, 20, 34, 130, 74
 534, 4, 141, 17, 26, 66, 45
 509, 1, 490, 20, 39, 147, 42
 908, 4, 194, 2, 20, 120, 75
 933, 5, 501, 5, 74, 134, 77
 519, 5, 55, 6, 99, 115, 43
 142, 2, 254, 15, 89, 148, 12
 699, 5, 771, 9, 71, 105, 58
 206, 5, 806, 10, 77, 52, 17
 630, 3, 461, 16, 28, 67, 52
 436, 1, 199, 7, 80, 56, 36
 159, 1, 63, 2, 27, 108, 14
 714, 2, 332, 18, 76, 114, 59
 147, 1, 564, 10, 86, 111, 13
 933, 1, 901, 18, 21, 137, 77
 682, 1, 32, 6, 69, 146, 57
 142, 5, 656, 11, 69, 121, 12
 700, 1, 202, 13, 58, 145, 58
 999, 2, 956, 14, 38, 114, 83
 220, 5, 324, 14, 94, 101, 19
 846, 3, 391, 19, 92, 117, 70
 820, 5, 622, 5, 94, 100, 68
 854, 2, 17, 7, 79, 64, 71
 96, 2, 121, 6, 97, 114, 8
 863, 1, 439, 7, 79, 69, 72
 349, 4, 312, 8, 45, 93, 29
 84, 4, 833, 2, 94, 74, 7
 974, 3, 715, 19, 86, 61, 81
 639, 2, 650, 11, 94, 53, 53
 173, 3, 109, 4, 48, 53, 15
 182, 2, 752, 11, 35, 70, 16
 478, 3, 228, 9, 70, 84, 40
 494, 5, 680, 13, 47, 115, 41
 933, 5, 644, 12, 70, 121, 77
 478, 5, 446, 6, 40, 102, 40
 997, 1, 943, 19, 23, 138, 83
 177, 4, 668, 20, 47, 97, 15
 777, 4, 251, 10, 83, 145, 65
 477, 5, 901, 13, 30, 78, 40
 782, 5, 262, 6, 59, 63, 65
 236, 3, 900, 9, 100, 51, 20
 542, 3, 616, 19, 32, 110, 45
 999, 2, 532, 14, 96, 123, 83
 718, 3, 998, 19, 99, 124, 60
 899, 5, 625, 5, 70, 86, 75
 560, 5, 236, 8, 85, 122, 47
 652, 2, 783, 9, 26, 61, 54
 321, 5, 398, 16, 36, 124, 27
 178, 5, 233, 7, 79, 54, 15
 338, 3, 864, 12, 73, 128, 28
 741, 1, 609, 2, 26, 123, 62
 886, 1, 765, 4, 63, 97, 74
 274, 3, 642, 15, 45, 123, 23
 78, 3, 508, 14, 86, 81, 7
 183, 2, 267, 15, 44, 88, 16
 221, 1, 614, 4, 76, 137, 19
 341, 2, 878, 17, 44, 100, 29
 181, 5, 274, 2, 96, 106, 15
 659, 1, 104, 8, 88, 132, 55
 105, 2, 804, 12, 51, 112, 9
 566, 3, 190, 3, 98, 127, 47
 595, 4, 670, 4, 45, 102, 50
 418, 1, 682, 3, 46, 62, 35
 243, 2, 822, 14, 76, 129, 21
 866, 2, 785, 8, 79, 109, 72
 417, 4, 563, 19, 70, 88, 35
 154, 1, 437, 10, 35, 65, 13
 483, 3, 995, 11, 83, 112, 40
 702, 4, 630, 7, 98, 67, 58
 370, 3, 139, 20, 26, 135, 31
 87, 2, 243, 5, 59, 133, 8
 159, 5, 891, 9, 53, 78, 14
 175, 3, 160, 9, 68, 81, 15
 912, 2, 490, 12, 66, 132, 76
 608, 3, 230, 18, 41, 149, 51
 911, 4, 623, 5, 98, 146, 76
 233, 5, 445, 9, 86, 138, 20
 939, 2, 698, 12, 54, 96, 78
 477, 5, 666, 18, 72, 75, 40
 735, 5, 960, 8, 48, 149, 61
 387, 4, 929, 3, 54, 90, 32
 92, 3, 779, 19, 46, 109, 8
 921, 2, 97, 9, 51, 52, 76
 312, 4, 125, 7, 29, 81, 26
 225, 1, 897, 3, 24, 110, 19
 820, 2, 779, 16, 55, 136, 68
 750, 3, 567, 17, 66, 64, 62
 847, 1, 293, 16, 75, 53, 70
 315, 4, 525, 12, 45, 62, 26
 145, 2, 830, 9, 24, 129, 12
 656, 2, 747, 14, 41, 137, 55
 439, 2, 856, 15, 100, 50, 37
 213, 5, 22, 17, 75, 82, 18
 943, 4, 752, 11, 39, 86, 78
 381, 3, 65, 10, 74, 69, 32
 239, 5, 356, 7, 21, 91, 20
 464, 4, 635, 20, 69, 124, 39
 680, 5, 376, 5, 27, 135, 57
 376, 1, 455, 5, 74, 139, 32
 636, 1, 367, 7, 27, 112, 53
 433, 5, 279, 15, 74, 79, 36
 495, 5, 149, 17, 43, 90, 41
 626, 4, 102, 6, 75, 94, 52
 125, 4, 238, 2, 83, 62, 11
 531, 1, 813, 10, 47, 53, 44
 72, 5, 638, 13, 88, 88, 6
 708, 2, 765, 11, 21, 75, 59
 670, 5, 655, 15, 34, 61, 56
 978, 3, 578, 12, 44, 57, 81
 334, 2, 960, 12, 49, 118, 28
 543, 4, 349, 13, 33, 100, 45
 215, 3, 404, 17, 62, 102, 18
 292, 1, 600, 15, 62, 135, 25
 622, 3, 166, 18, 70, 92, 52
 549, 5, 992, 3, 97, 81, 46
 170, 3, 412, 9, 37, 61, 15
 627, 2, 470, 11, 38, 134, 52
 571, 4, 413, 19, 54, 116, 48
 670, 3, 406, 14, 32, 115, 56
 787, 2, 454, 16, 84, 54, 65
 888, 2, 104, 11, 65, 54, 74
 319, 2, 612, 9, 80, 66, 27
 770, 4, 653, 13, 85, 61, 64
 170, 1, 22, 15, 52, 77, 15
 477, 5, 714, 9, 56, 87, 40
 886, 4, 285, 13, 82, 105, 74
 765, 1, 373, 13, 38, 117, 64
 284, 5, 742, 15, 38, 82, 24
 896, 2, 104, 5, 35, 87, 74
 675, 2, 22, 4, 54, 106, 56
 850, 5, 83, 6, 56, 53, 71
 111, 1, 396, 7, 22, 143, 10
 180, 2, 508, 2, 44, 150, 15
 243, 1, 124, 3, 79, 86, 21
 837, 1, 709, 10, 39, 69, 70
 128, 3, 473, 19, 63, 133, 11
 209, 4, 621, 8, 29, 111, 18
 694, 3, 372, 18, 44, 116, 58
 571, 2, 335, 10, 63, 62, 48
 390, 5, 135, 6, 99, 80, 33
 127, 5, 383, 5, 38, 96, 11
 706, 3, 677, 19, 73, 140, 59
 317, 4, 994, 20, 48, 149, 27
 954, 3, 465, 18, 41, 82, 79
 214, 5, 439, 5, 65, 108, 18
 275, 1, 366, 12, 77, 59, 23
 205, 3, 199, 20, 51, 55, 17
 763, 2, 618, 5, 98, 52, 63
 266, 3, 717, 18, 48, 122, 22
 761, 1, 328, 10, 61, 134, 63
 76, 5, 897, 14, 95, 65, 7
 304, 4, 20, 13, 45, 103, 26
 896, 5, 992, 14, 83, 56, 74
 640, 1, 995, 14, 76, 76, 53
 570, 2, 292, 8, 83, 88, 48
 204, 5, 490, 10, 56, 125, 17
 678, 4, 27, 9, 59, 126, 56
 397, 1, 842, 14, 77, 126, 33
 275, 1, 517, 20, 35, 70, 23
 641, 4, 357, 18, 80, 96, 53
 783, 3, 427, 8, 100, 150, 65
 940, 5, 848, 8, 66, 69, 78
 186, 4, 564, 5, 84, 50, 16
 147, 5, 928, 10, 57, 109, 13
 830, 4, 87, 9, 58, 142, 69
 980, 3, 309, 11, 55, 97, 81
 758, 2, 799, 11, 24, 148, 63
 474, 4, 361, 3, 54, 87, 40
 233, 1, 434, 11, 56, 123, 20
 84, 3, 579, 13, 32, 84, 7
 486, 1, 186, 12, 25, 74, 41
 242, 5, 826, 18, 79, 136, 20
 743, 5, 573, 10, 51, 140, 62
 221, 5, 988, 15, 61, 74, 19
 585, 1, 20, 20, 45, 77, 49
 328, 1, 205, 7, 51, 71, 28
 741, 4, 580, 3, 99, 86, 62
 306, 2, 446, 12, 68, 108, 26
 395, 4, 682, 6, 68, 64, 33
 871, 5, 589, 7, 27, 60, 72
 986, 5, 687, 11, 27, 76, 82
 198, 1, 403, 10, 97, 103, 17
 624, 4, 441, 16, 96, 77, 52
 61, 4, 399, 5, 70, 111, 6
 790, 1, 325, 17, 62, 78, 66
 148, 1, 531, 15, 67, 99, 13
 330, 3, 117, 4, 46, 94, 28
 626, 2, 449, 6, 43, 53, 52
 658, 2, 602, 4, 59, 87, 55
 797, 5, 328, 10, 96, 73, 66
 367, 5, 275, 14, 46, 121, 31
 142, 5, 227, 9, 99, 138, 12
 295, 4, 229, 18, 97, 147, 25
 534, 5, 475, 13, 40, 75, 45
 902, 2, 305, 7, 24, 67, 75
 244, 4, 31, 6, 27, 83, 21
 480, 4, 485, 17, 64, 115, 40
 945, 3, 908, 13, 37, 129, 78
 921, 4, 441, 20, 20, 141, 76
 873, 2, 513, 20, 40, 77, 73
 574, 2, 132, 5, 85, 52, 48
 350, 1, 194, 15, 83, 102, 29
 349, 4, 527, 8, 46, 102, 29
 543, 5, 915, 3, 68, 87, 45
 845, 1, 672, 5, 92, 57, 70
 360, 1, 931, 5, 31, 132, 30
 623, 1, 674, 4, 34, 90, 52
 418, 3, 283, 20, 57, 97, 35
 531, 2, 1000, 9, 39, 74, 44
 435, 1, 839, 20, 76, 92, 36
 361, 3, 299, 4, 55, 88, 30
 359, 4, 936, 16, 45, 68, 30
 707, 1, 812, 17, 42, 126, 59
 374, 1, 713, 11, 94, 51, 31
 777, 5, 673, 18, 70, 115, 65
 558, 4, 534, 18, 25, 120, 47
 228, 5, 404, 3, 88, 123, 19
 266, 1, 402, 6, 34, 56, 22
 584, 2, 175, 15, 83, 76, 49
 462, 1, 159, 17, 42, 106, 39
 732, 3, 300, 7, 84, 79, 61
 490, 3, 916, 6, 87, 55, 41
 760, 3, 423, 5, 25, 148, 63
 377, 5, 504, 13, 74, 143, 32
 684, 3, 35, 19, 76, 61, 57
 631, 3, 493, 3, 50, 84, 53
 934, 2, 234, 20, 63, 90, 78
 840, 2, 65, 16, 64, 106, 70
 332, 1, 451, 15, 65, 142, 28
 779, 2, 9, 7, 28, 60, 65
 873, 5, 384, 12, 86, 130, 73
 515, 3, 511, 15, 35, 76, 43
 124, 3, 561, 15, 80, 55, 11
 442, 2, 173, 17, 33, 115, 37
 293, 1, 488, 16, 100, 74, 25
 694, 2, 801, 9, 88, 127, 58
 893, 5, 843, 14, 65, 74, 74
 199, 4, 211, 14, 44, 98, 17
 664, 2, 843, 13, 87, 98, 55
 732, 4, 813, 15, 100, 65, 61
 882, 2, 14, 7, 87, 88, 73
 91, 1, 165, 3, 84, 85, 8
 278, 1, 346, 16, 93, 73, 23
 804, 3, 19, 16, 79, 111, 67
 538, 1, 736, 8, 34, 84, 45
 585, 1, 723, 5, 84, 123, 49
 915, 5, 235, 7, 96, 119, 76
 234, 4, 628, 9, 66, 149, 20
 486, 4, 391, 2, 23, 50, 41
 662, 4, 147, 16, 68, 147, 55
 759, 1, 882, 9, 70, 72, 63
 390, 1, 580, 4, 25, 125, 33
 122, 2, 80, 2, 94, 132, 11
 954, 1, 35, 7, 22, 124, 79
 144, 1, 17, 17, 46, 102, 12
 975, 2, 763, 8, 71, 150, 81
 993, 4, 993, 3, 21, 125, 82
 684, 3, 599, 13, 86, 124, 57
 387, 5, 121, 13, 58, 141, 32
 345, 5, 198, 14, 49, 145, 29
 504, 3, 226, 17, 73, 126, 42
 968, 1, 712, 10, 51, 141, 80
 635, 2, 73, 13, 27, 134, 53
 107, 2, 497, 16, 55, 147, 9
 798, 2, 55, 2, 20, 71, 66
 705, 4, 225, 6, 23, 123, 59
 447, 4, 510, 9, 33, 83, 37
 716, 3, 933, 15, 45, 63, 60
 306, 4, 842, 7, 67, 147, 26
 135, 2, 706, 8, 63, 135, 12
 689, 1, 242, 4, 55, 127, 57
 969, 4, 217, 9, 89, 127, 80
 845, 5, 180, 14, 54, 125, 70
 765, 5, 72, 4, 59, 91, 64
 640, 2, 555, 14, 91, 138, 53
 319, 2, 110, 6, 76, 127, 27
 817, 5, 704, 16, 25, 122, 68
 396, 2, 745, 18, 26, 70, 33
 646, 4, 777, 17, 42, 131, 54
 317, 5, 785, 17, 78, 104, 27
 202, 5, 380, 20, 57, 95, 17
 760, 1, 121, 4, 78, 52, 63
 776, 2, 714, 8, 74, 123, 65
 704, 1, 222, 10, 23, 142, 59
 73, 2, 588, 14, 35, 142, 7
 75, 2, 999, 10, 59, 54, 7
 320, 3, 858, 5, 35, 84, 27
 577, 1, 942, 12, 89, 148, 48
 598, 1, 995, 8, 35, 128, 50
 462, 3, 681, 15, 84, 71, 39
 929, 5, 762, 19, 48, 135, 77
 801, 3, 265, 2, 97, 115, 67
 933, 2, 269, 12, 51, 108, 77
 472, 5, 808, 4, 66, 112, 39
 488, 2, 263, 12, 25, 117, 41
 427, 2, 645, 13, 83, 127, 36
 833, 1, 902, 9, 76, 116, 69
 703, 2, 743, 20, 33, 75, 58
 379, 4, 94, 8, 64, 90, 32
 138, 1, 732, 4, 87, 97, 12
 652, 4, 384, 19, 43, 114, 54
 660, 3, 63, 14, 62, 120, 55
 646, 3, 942, 7, 60, 104, 54
 555, 2, 873, 3, 52, 108, 46
 158, 2, 372, 15, 42, 62, 14
 577, 1, 650, 2, 24, 126, 48
 168, 5, 507, 17, 85, 71, 14
 787, 3, 480, 11, 29, 75, 65
 90, 4, 701, 10, 65, 144, 8
 231, 5, 867, 15, 80, 53, 20
 707, 2, 114, 12, 43, 76, 59
 134, 1, 889, 15, 29, 123, 12
 92, 2, 943, 14, 34, 137, 8
 701, 3, 786, 15, 77, 93, 58
 620, 2, 832, 19, 65, 117, 52
 910, 5, 799, 4, 82, 109, 76
 924, 4, 725, 5, 31, 122, 77
 237, 3, 997, 3, 77, 84, 20
 96, 5, 258, 17, 84, 140, 8
 942, 4, 747, 19, 32, 87, 78
 68, 1, 362, 20, 63, 56, 6
 667, 3, 147, 15, 100, 130, 56
 552, 5, 372, 6, 89, 112, 46
 604, 2, 223, 14, 54, 138, 50
 298, 4, 501, 15, 41, 87, 25
 187, 5, 817, 16, 65, 124, 16
 177, 4, 77, 12, 93, 126, 15
 714, 3, 520, 16, 79, 52, 59
 199, 4, 993, 16, 30, 94, 17
 272, 2, 492, 11, 40, 144, 23
 953, 1, 680, 5, 99, 134, 79
 249, 4, 507, 14, 86, 58, 21
 52, 4, 156, 9, 57, 96, 5
 320, 1, 15, 19, 90, 92, 27
 75, 2, 642, 17, 26, 129, 7
 360, 4, 634, 2, 66, 134, 30
 239, 4, 929, 10, 22, 67, 20
 163, 3, 29, 17, 75, 61, 14
 663, 1, 316, 18, 98, 128, 55
 648, 1, 598, 7, 63, 150, 54
 399, 3, 471, 8, 79, 150, 33
 858, 1, 460, 6, 24, 147, 71
 441, 3, 866, 8, 72, 131, 37
 112, 3, 304, 15, 26, 51, 10
 88, 2, 662, 17, 29, 68, 8
 648, 3, 815, 15, 82, 83, 54
 623, 3, 616, 6, 32, 63, 52
 677, 2, 536, 4, 73, 58, 56
 821, 3, 108, 15, 34, 58, 68
 349, 3, 997, 20, 96, 114, 29
 482, 1, 956, 9, 100, 147, 40
 555, 3, 17, 15, 69, 148, 46
 822, 3, 494, 10, 47, 113, 68
 101, 5, 756, 16, 34, 140, 9
 714, 2, 217, 11, 70, 61, 59
 373, 2, 323, 11, 51, 124, 31
 181, 2, 866, 13, 30, 88, 15
 876, 1, 645, 2, 25, 126, 73
 791, 1, 309, 19, 85, 128, 66
 132, 2, 391, 8, 30, 97, 11
 848, 3, 281, 9, 74, 51, 70
 145, 1, 251, 7, 23, 113, 12
 605, 3, 616, 18, 28, 111, 50
 969, 4, 982, 20, 45, 145, 80
 272, 1, 658, 8, 36, 129, 23
 145, 1, 627, 2, 55, 130, 12
 567, 2, 857, 11, 36, 75, 47
 805, 5, 928, 5, 65, 102, 67
 713, 1, 620, 7, 64, 66, 59
 263, 3, 17, 17, 49, 125, 22
 816, 4, 763, 18, 44, 128, 68
 912, 2, 279, 4, 34, 132, 76
 570, 2, 157, 6, 76, 62, 48
 945, 4, 757, 19, 30, 58, 78
 475, 2, 127, 2, 51, 126, 40
 457, 5, 477, 6, 85, 62, 38
 645, 4, 403, 4, 40, 51, 54
 282, 4, 900, 4, 81, 99, 24
 538, 5, 919, 11, 51, 148, 45
 337, 5, 725, 15, 67, 132, 28
 431, 1, 838, 16, 63, 130, 36
 314, 5, 248, 8, 45, 133, 26
 543, 2, 305, 2, 50, 104, 45
 651, 4, 763, 10, 26, 140, 54
 408, 5, 748, 13, 45, 129, 34
 389, 4, 486, 9, 82, 134, 33
 129, 4, 289, 9, 85, 81, 11
 887, 2, 358, 18, 74, 96, 74
 726, 1, 356, 9, 69, 98, 60
 190, 2, 700, 18, 70, 146, 16
 447, 5, 357, 7, 53, 129, 37
 695, 1, 591, 14, 45, 108, 58
 770, 4, 237, 9, 96, 128, 64
 947, 4, 499, 14, 58, 95, 79
 353, 3, 418, 15, 30, 92, 30
 577, 4, 874, 9, 27, 90, 48
 962, 3, 916, 20, 48, 143, 80
 862, 3, 442, 15, 26, 73, 72
 648, 4, 468, 3, 67, 145, 54
 664, 2, 566, 18, 68, 78, 55
 563, 1, 44, 17, 83, 120, 47
 908, 4, 971, 4, 43, 122, 75
 396, 1, 886, 9, 76, 149, 33
 509, 3, 520, 13, 80, 70, 42
 912, 3, 482, 11, 75, 71, 76
 499, 3, 797, 10, 92, 54, 42
 154, 2, 607, 20, 91, 124, 13
 368, 1, 964, 15, 67, 65, 31
 945, 5, 741, 16, 53, 68, 78
 781, 3, 706, 6, 29, 104, 65
 262, 4, 853, 14, 42, 126, 22
 262, 5, 792, 9, 53, 109, 22
 979, 3, 185, 6, 77, 133, 81
 117, 3, 24, 5, 38, 76, 10
 143, 4, 951, 16, 66, 98, 12
 581, 2, 759, 2, 85, 89, 48
 896, 4, 857, 2, 44, 62, 74
 150, 4, 777, 10, 90, 106, 13
 440, 5, 465, 5, 59, 107, 37
 605, 5, 686, 2, 47, 146, 50
 325, 2, 620, 9, 25, 51, 27
 389, 2, 187, 17, 44, 53, 33
 818, 1, 46, 17, 90, 116, 68
 932, 3, 229, 3, 39, 90, 77
 945, 4, 378, 6, 51, 128, 78
 891, 4, 255, 4, 91, 79, 74
 867, 4, 353, 15, 65, 126, 72
 907, 3, 230, 3, 67, 146, 75
 656, 5, 861, 7, 68, 128, 55
 118, 5, 718, 9, 42, 116, 10
 372, 2, 133, 14, 82, 125, 31
 852, 5, 687, 7, 63, 87, 71
 524, 3, 667, 2, 30, 104, 44
 859, 2, 59, 15, 57, 141, 71
 758, 2, 445, 7, 29, 81, 63
 965, 3, 255, 6, 33, 69, 80
 792, 4, 103, 9, 25, 71, 66
 278, 2, 112, 8, 64, 89, 23
 489, 1, 808, 7, 84, 112, 41
 393, 1, 89, 18, 44, 114, 33
 288, 5, 5, 8, 74, 104, 24
 290, 3, 1000, 20, 31, 128, 24
 380, 1, 267, 5, 47, 53, 32
 875, 1, 512, 14, 45, 111, 73
 561, 2, 276, 4, 52, 121, 47
 168, 3, 79, 8, 71, 130, 14
 227, 4, 796, 16, 72, 103, 19
 256, 5, 103, 9, 41, 143, 22
 656, 4, 333, 2, 25, 118, 55
 539, 4, 326, 20, 78, 50, 45
 558, 5, 124, 10, 22, 115, 47
 650, 5, 886, 18, 91, 115, 54
 641, 5, 212, 20, 50, 84, 53
 189, 2, 170, 13, 73, 100, 16
 611, 2, 595, 2, 31, 102, 51
 416, 2, 661, 5, 31, 74, 35
 379, 4, 894, 11, 64, 75, 32
 708, 1, 997, 9, 67, 146, 59
 417, 5, 189, 9, 78, 96, 35
 866, 1, 509, 16, 63, 109, 72
 268, 2, 71, 19, 51, 66, 23
 196, 4, 943, 11, 48, 80, 17
 736, 3, 894, 15, 91, 61, 61
 710, 2, 340, 17, 79, 123, 59
 613, 3, 510, 15, 52, 75, 51
 68, 2, 411, 20, 84, 143, 6
 833, 4, 517, 16, 22, 62, 69
 722, 3, 770, 10, 30, 67, 60
 852, 3, 616, 5, 82, 129, 71
 361, 2, 549, 6, 40, 131, 30
 473, 3, 880, 7, 61, 105, 40
 879, 1, 853, 11, 35, 77, 73
 75, 2, 639, 16, 98, 117, 7
 189, 5, 532, 13, 70, 140, 16
 585, 3, 470, 7, 98, 144, 49
 588, 2, 953, 12, 76, 66, 49
 964, 2, 914, 19, 58, 129, 80
 471, 3, 29, 2, 96, 109, 39
 915, 3, 362, 10, 42, 78, 76
 874, 2, 561, 19, 20, 106, 73
 659, 5, 801, 18, 54, 130, 55
 605, 1, 848, 18, 33, 123, 50
 882, 1, 733, 6, 59, 81, 73
 299, 3, 941, 11, 84, 102, 25
 533, 2, 425, 13, 97, 115, 44
 622, 4, 678, 8, 45, 103, 52
 335, 2, 169, 17, 65, 51, 28
 142, 4, 634, 9, 60, 66, 12
 461, 2, 812, 8, 20, 125, 39
 735, 5, 512, 19, 94, 77, 61
 626, 5, 319, 20, 26, 133, 52
 82, 5, 666, 9, 83, 113, 7
 875, 3, 672, 8, 98, 131, 73
 901, 2, 883, 11, 37, 137, 75
 818, 3, 422, 20, 33, 114, 68
 202, 4, 241, 4, 36, 136, 17
 360, 2, 873, 15, 23, 149, 30
 279, 3, 5, 10, 82, 146, 24
 390, 1, 732, 6, 72, 62, 33
 904, 2, 10, 2, 44, 116, 75
 980, 4, 546, 7, 47, 106, 81
 988, 2, 426, 5, 95, 117, 82
 991, 4, 967, 3, 56, 82, 82
 568, 3, 586, 7, 60, 60, 47
 594, 1, 792, 14, 91, 62, 49
 328, 5, 96, 14, 70, 107, 28
 145, 4, 406, 5, 38, 121, 12
 667, 2, 372, 13, 53, 117, 56
 367, 5, 136, 8, 97, 109, 31
 834, 1, 925, 20, 39, 106, 69
 336, 4, 735, 3, 50, 120, 28
 699, 2, 246, 11, 100, 147, 58
 110, 1, 808, 6, 66, 89, 10
 518, 4, 48, 17, 64, 82, 43
 166, 5, 398, 19, 78, 75, 14
 211, 3, 599, 11, 59, 75, 18
 333, 5, 665, 17, 94, 134, 28
 410, 3, 868, 11, 47, 132, 34
 88, 5, 998, 9, 48, 129, 8
 980, 3, 319, 13, 75, 117, 81
 985, 3, 422, 10, 100, 102, 82
 118, 3, 278, 11, 79, 138, 10
 735, 2, 759, 20, 27, 123, 61
 802, 5, 614, 18, 67, 99, 67
 96, 1, 670, 9, 20, 104, 8
 122, 3, 402, 8, 91, 140, 11
 61, 3, 774, 11, 94, 84, 6
 629, 4, 418, 17, 72, 111, 52
 505, 1, 27, 4, 94, 142, 42
 83, 4, 255, 16, 86, 117, 7
 749, 4, 743, 15, 28, 114, 62
 108, 1, 367, 7, 50, 70, 9
 982, 3, 481, 20, 63, 64, 82
 516, 5, 791, 9, 35, 72, 43
 283, 1, 104, 18, 40, 96, 24
 431, 4, 469, 6, 28, 109, 36
 296, 2, 773, 6, 31, 85, 25
 573, 5, 980, 17, 46, 112, 48
 733, 4, 805, 7, 59, 78, 61
 404, 1, 908, 8, 64, 100, 34
 764, 4, 315, 10, 74, 123, 64
 704, 1, 303, 9, 93, 123, 59
 886, 2, 89, 9, 95, 108, 74
 114, 2, 85, 8, 76, 144, 10
 334, 5, 512, 19, 53, 145, 28
 166, 3, 19, 19, 72, 128, 14
 881, 3, 671, 13, 69, 109, 73
 442, 4, 589, 20, 59, 142, 37
 439, 5, 943, 9, 29, 83, 37
 252, 4, 446, 7, 23, 51, 21
 568, 4, 225, 3, 59, 110, 47
 529, 2, 824, 16, 32, 73, 44
 956, 1, 456, 4, 94, 99, 79
 412, 3, 255, 10, 67, 119, 34
 920, 1, 444, 6, 65, 65, 76
 243, 4, 816, 20, 67, 143, 21
 819, 2, 501, 17, 33, 118, 68
 225, 1, 834, 18, 97, 86, 19
 366, 1, 156, 15, 27, 67, 31
 712, 1, 329, 5, 63, 118, 59
 951, 5, 725, 15, 52, 144, 79
 517, 2, 223, 10, 92, 77, 43
 661, 3, 702, 9, 49, 68, 55
 796, 4, 954, 3, 76, 127, 66
 430, 4, 420, 16, 22, 62, 36
 850, 1, 560, 2, 41, 140, 71
 334, 1, 19, 19, 96, 97, 28
 822, 4, 609, 16, 53, 87, 68
 185, 2, 172, 17, 52, 137, 16
 241, 4, 946, 18, 73, 89, 20
 670, 5, 472, 19, 33, 66, 56
 915, 3, 351, 3, 50, 99, 76
 467, 1, 24, 7, 75, 51, 39
 621, 5, 128, 15, 37, 126, 52
 278, 5, 628, 12, 53, 74, 23
 252, 5, 670, 13, 90, 50, 21
 824, 2, 920, 14, 44, 125, 68
 412, 4, 50, 5, 83, 103, 34
 939, 1, 725, 14, 43, 150, 78
 378, 1, 562, 9, 73, 93, 32
 814, 3, 641, 13, 48, 131, 68
 323, 2, 195, 9, 97, 110, 27
 735, 5, 804, 19, 35, 56, 61
 379, 3, 436, 13, 62, 63, 32
 188, 1, 585, 13, 25, 76, 16
 154, 3, 273, 18, 87, 60, 13
